1	2026-04-16 19:12:39	1	1	1	0
1	2026-04-16 21:57:07	1	1	1	0
1	2026-04-17 14:46:05	1	1	1	0
1	2026-04-19 06:04:49	1	1	1	0
1	2026-04-25 05:22:10	1	1	1	0
1	2026-04-25 18:02:22	1	1	1	0
1	2026-04-25 23:57:00	1	1	1	0
1	2026-04-26 00:03:09	1	1	1	0
1	2026-04-26 01:47:06	1	1	1	0
2	2026-04-26 01:49:08	1	1	1	0
2	2026-04-26 18:10:58	1	1	1	0
1	2026-04-26 18:11:02	1	1	1	0
2	2026-04-26 19:11:25	1	1	1	0
1	2026-04-26 19:11:31	1	1	1	0
2	2026-04-27 08:35:53	1	1	1	0
1	2026-04-27 08:35:56	1	1	1	0
1	2026-05-01 05:00:20	1	1	1	0
2	2026-05-01 05:00:23	1	1	1	0
1	2026-05-01 13:11:56	1	1	1	0
2	2026-05-01 13:12:04	1	1	1	0
2	2026-05-01 13:33:43	1	1	1	0
1	2026-05-01 15:22:59	1	1	1	0
2	2026-05-01 15:23:05	1	1	1	0
2	2026-05-03 23:06:59	1	1	1	0
1	2026-05-03 23:07:37	1	1	1	0
1	2026-05-03 23:28:14	1	1	1	0
2	2026-05-03 23:32:27	1	1	1	0
1	2026-05-03 23:33:43	1	1	1	0
2	2026-05-04 01:05:31	1	1	1	0
1	2026-05-04 01:05:40	1	1	1	0
2	2026-05-04 01:37:08	1	1	1	0
2	2026-05-04 03:32:43	1	1	1	0
1	2026-05-04 03:32:50	1	1	1	0
2	2026-05-04 21:20:52	1	1	1	0
1	2026-05-04 21:20:55	1	1	1	0
1	2026-05-05 02:14:49	1	1	1	0
2	2026-05-05 02:14:52	1	1	1	0
1	2026-05-05 16:20:13	1	1	1	0
2	2026-05-05 16:20:15	1	1	1	0
